    #,  TwoTheta,     Theta, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,     kpow,      ch5,      ch6,      ch7,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,   gkcnt1,   gkcnt2,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18
  341,    9.7429,    4.8714,        0,  1599628,   9.5431,   151576,     3563,     0000, 4.1884738e-05,        0,        3,  2664202,  2653651, 486898.19, 429935.47,     6503,    54310,   294698,        4,        0,        0,        0,        0,        0,    28254,       12,      300,       55,      391,       82,       -2,      504,       67,        7,      822,      132,       -2,       -2,       -2,       -2,        0,        0
  342,    9.7714,    4.8857,        1,  1611741,   9.5933,   152728,     3585,     0000, 4.2190402e-05,        0,        9,  2672030,  2662013, 492134.93, 433827.01,     6499,    55045,   297004,        4,        0,        0,        0,        0,        0,    28402,       16,      323,       49,      378,       81,       -2,      520,       68,        4,      807,      152,       -2,       -2,       -2,       -2,        0,        0
  343,       9.8,       4.9,        1,  1623844,   9.6436,   153872,     3602,     0000, 4.557088e-05,        0,        7,  2680521,  2670697, 494003.05, 435794.28,     6467,    55168,   298186,        3,        0,        0,        0,        0,        0,    28517,       16,      334,       53,      394,       76,       -2,      535,       74,        8,      870,      147,       -2,       -2,       -2,       -2,        0,        0
  344,    9.8286,    4.9143,        3,  1634833,   9.6941,   154973,     3627,     0000, 2.5690697e-05,        0,        7,  2688433,  2679604, 495900.33, 437697.11,     6401,    55357,   299906,        3,        0,        0,        0,        0,        0,    28216,        8,      258,       41,      318,       79,       -2,      451,       42,        5,      763,      119,       -2,       -2,       -2,       -2,        0,        0
  345,    9.8571,    4.9286,        2,  1650312,   9.7447,   156377,     3633,     0000, 3.2115139e-05,        0,        8,  2692079,  2695375, 500253.6, 441093.57,     6545,    55748,   301067,        6,        0,        0,        0,        0,        0,    28469,        6,      255,       54,      306,       87,       -2,      436,       53,        3,      760,      137,       -2,       -2,       -2,       -2,        0,        0
  346,    9.8857,    4.9429,        0,  1653652,   9.7955,   156708,     3655,     0000, 2.7817219e-05,        0,        5,  2701950,  2706812, 501498.23, 442333.64,     6444,    55782,   302411,        7,        1,        1,        1,        0,        0,    28495,        8,      197,       59,      272,      100,       -2,      406,       46,        5,      716,      144,       -2,       -2,       -2,       -2,        0,        0
  347,    9.9143,    4.9571,        2,  1654971,   9.8464,   156818,     3674,     0000, 1.9335686e-05,        0,        4,  2726501,  2721163, 501101.74, 442456.73,     6619,    56023,   301737,        2,        0,        0,        0,        0,        0,    28132,        8,      150,       43,      206,       73,       -2,      359,       32,        4,      671,      141,       -2,       -2,       -2,       -2,        0,        0
  348,    9.9429,    4.9714,        1,  1659699,   9.8974,   157241,     3699,     0000, 1.0242821e-05,        0,        2,  2745206,  2734605, 501542.71, 443157.73,     6607,    55963,   303008,        3,        0,        0,        0,        0,        0,    28381,        4,      122,       58,      182,      103,       -2,      350,       17,        1,      673,      146,       -2,       -2,       -2,       -2,        0,        0
  349,    9.9714,    4.9857,        2,  1667496,   9.9486,   157986,     3719,     0000, 8.3958222e-06,        0,        6,  2760242,  2748763, 503202.46, 444704.43,     6488,    56233,   303835,        0,        0,        0,        0,        0,        0,    28436,        2,      119,       60,      169,      105,       -2,      332,       14,        6,      627,      122,       -2,       -2,       -2,       -2,        0,        0
  350,        10,         5,        1,  1676000,  10.0000,   158776,     3738,     0000, 8.353222e-06,        0,        6,  2773709,  2761259,   506860,   447270,     6640,    56245,   305908,        4,        0,        0,        0,        0,        0,    28363,        1,      101,       55,      158,       93,       -2,      353,       14,        6,      629,      136,       -2,       -2,       -2,       -2,        0,        0
